residence	current_location	blood_group	job	mail	user_id	birthdate	company	name	username	ssn	registration	station_ID
	(Decimal('71.5584255'), Decimal('122.254901'))	AB+		matsumotoyasuhiro@hotmail.com	125		合同会社鈴木通信	石井 太郎	lshimizu	354-81-7602	07 Aug 2021	655
	(Decimal('36.666436'), Decimal('131.333030'))	AB+		hidekihayashi@hotmail.com	790	1995-02-19	有限会社伊藤情報	松本 明美	hasegawataro	506-54-2765	2019-08-24	389
	(Decimal('59.799870'), Decimal('-42.179769'))	O+		giacomo18@hotmail.it	1305		Errani Group	Antonella Rossi	nzeffirelli	SVRRBT85H24F488O	08/29/2025, 00:00:00	570
	(Decimal('1.2267875'), Decimal('-179.053222'))	A+	DJ	alexandre49@ig.com.br	449	1978-08-02	da Mota Câmara e Filhos	Srta. Helena Martins	thiagoalbuquerque	03425798197	06/07/2022, 00:00:00	312
	(Decimal('-48.868505'), Decimal('14.028012'))	O+		zmoura@ig.com.br	770		Souza	Isabelly Rezende	carolinevargas	28364957155	2023/10/08	623
	(Decimal('-49.597643'), Decimal('-142.158517'))	A+		bebert@yahoo.de	292	1910-09-12	Riehl AG	Marlies Faust-Renner	elmar45	578-84-4557	2025/08/04	606
	(Decimal('19.9562555'), Decimal('56.529974'))	AB+		brandon02@yahoo.com	138	1929-04-14	Dunlap, Watson and Moore	Brandon Rivers	russellcharles	547-54-3622	2023-05-27	282
	(Decimal('-48.253265'), Decimal('18.024566'))	O-		yhenry@gmail.com	741		Thomas-Leon	Sherry Harris	moorerebecca	220-77-9060	2020-03-18	423
	(Decimal('33.441277'), Decimal('90.215365'))	O+		caua43@hotmail.com	1362	1975-12-14	Melo	Kaique Pimenta	dduarte	34275018923	2022-12-03	122
	(Decimal('-73.1685275'), Decimal('75.050157'))	AB-	音響技術者	rika77@hotmail.com	170		遠藤建設有限会社	松本 健一	akirayamazaki	159-04-8852	27 Aug 2021	649
	(Decimal('-75.0699975'), Decimal('85.448775'))	AB-		andrearogers@yahoo.com	517	1987-04-06	Watson PLC	Jorge Wilson	tford	196-57-4092	2022/06/03	731
	(Decimal('12.813934'), Decimal('53.070949'))	B-		dawnrobertson@yahoo.com	1079	1979-09-28	Dougherty-Bradley	Tyler Pratt	cnoble	865-16-2713	06/04/2022, 00:00:00	166
	(Decimal('52.188698'), Decimal('-92.567689'))	B-		rodriguezmark@yahoo.com	1250	1956-07-30	Ramsey-Larsen	Christopher Ward	bhall	132-08-2140	2019-04-15	50
	(Decimal('40.749017'), Decimal('-29.990147'))	A-		chiyo67@yahoo.com	70	2000-05-28	藤原ガス株式会社	鈴木 さゆり	kanasato	542-38-1144	2025/01/29	124
	(Decimal('60.5157085'), Decimal('177.425976'))	A-	Publicitário	da-luzraul@yahoo.com.br	433		Casa Grande da Costa e Filhos	Camila Mendonça	marquesmaria-isis	69450718202	09 Jan 2020	373
	(Decimal('61.4754615'), Decimal('-45.380180'))	A-	Engineer, civil (consulting)	brianware@gmail.com	1760		Velazquez and Sons	Amber Livingston	kayla29	030-80-2489	10 Sep 2022	572
	(Decimal('-10.454708'), Decimal('-48.164717'))	B-		momokoyamashita@gmail.com	1184	1974-06-22	林通信合同会社	鈴木 智也	tsubasa60	525-54-9237	12/14/2021, 00:00:00	144
	(Decimal('0.805345'), Decimal('17.424034'))	O+		sasakikenichi@gmail.com	1891		藤井食品合同会社	松田 結衣	satoryohei	812-14-0487	10/05/2024, 00:00:00	303
		O+		isaito@gmail.com	1621	1917-05-04	合同会社藤田ガス	山田 裕樹	kenichisuzuki	774-68-0417	13 Jun 2021	681
	(Decimal('-46.3179045'), Decimal('-45.572465'))	O-	Soil scientist	webbtyler@yahoo.com	605	1988-06-21	Gonzales, Malone and Lawson	Steven Kelley	garrett26	513-36-6126	2021-09-12	26
	(Decimal('-48.345491'), Decimal('-12.234310'))	O-		cirillopigafetta@virgilio.it	1226		Comolli-Pisano s.r.l.	Daria Merisi	baldassarepigafetta	CHNSVR40C60B425T	2019-12-18	588
	(Decimal('-36.4933395'), Decimal('-125.874264'))	A-		cmaelzer@gmail.com	1449	2008-04-24	Scheibe	Herr Tomasz Pruschke	aleksej15	612-28-2201	05/30/2020, 00:00:00	725
	(Decimal('-48.163785'), Decimal('86.526820'))	AB+		brunhildejessel@web.de	1351	1970-07-11	Klapp GmbH	Kunigunda Hering-Bruder	zenon15	543-10-6498	15 Jun 2024	4
	(Decimal('-64.1763625'), Decimal('-90.857163'))	O+		tomoyahashimoto@hotmail.com	1246	1968-04-11	佐々木電気有限会社	高橋 さゆり	tsubasayoshida	210-72-4046	2022/04/06	477
	(Decimal('-86.651360'), Decimal('-8.527270'))	B-		bgioberti@yahoo.com	285	1941-12-13	Bataglia e figli	Severino Volta	donatello96	PGNNCL87S64H593R	09 Aug 2025	405
	(Decimal('-37.2787995'), Decimal('-31.621764'))	AB-		buchholzthoralf@yahoo.de	2061	1947-11-09	Koch Hein KGaA	Hanno Scholz	weissbert	497-78-8406	2022/09/27	376
	(Decimal('-44.4829675'), Decimal('35.206024'))	A-		francisco86@yahoo.com.br	664	2013-01-30	da Mata e Filhos	Sr. Yuri Silva	elopes	82305461771	2021/01/15	109
	(Decimal('-0.7175385'), Decimal('-91.893364'))	B+		birger95@aol.de	740		Köster Geisler GmbH & Co. KG	Christian Weimer	atzlergabriel	130-06-0802	2019/07/30	565
	(Decimal('-70.1543225'), Decimal('-155.070364'))	A+		pintoenzo@hotmail.com	1416	1947-07-06	das Neves Ltda.	Marina da Cruz	joao-pedrofogaca	12603874535	2022/01/08	714
	(Decimal('68.754168'), Decimal('-151.400177'))	B-		bellmiguel@gmail.com	1124		Hamilton Ltd	Kyle Daniel	mallen	432-12-4750	2023/04/15	259
	(Decimal('-13.446428'), Decimal('134.831087'))	B+	Plant breeder/geneticist	eric40@gmail.com	1346	1997-02-11	Parks-Boyd	Krystal Joseph	stephen37	357-72-3683	2022/09/01	46
	(Decimal('-66.147585'), Decimal('-103.649173'))	B-	司法書士	shotasato@yahoo.com	1966	1967-08-20	阿部電気有限会社	藤原 あすか	rkobayashi	052-09-2926	2024-10-02	296
	(Decimal('72.5132065'), Decimal('-157.854834'))	AB-		stellarocca@tele2.it	329		Caccioppoli-Bompiani Group	Evangelista Mercati	bergoglioagnolo	RGRGTN15E44C056B	06/14/2023, 00:00:00	297
	(Decimal('12.3449615'), Decimal('92.841776'))	O+		taro91@yahoo.com	1735	2015-09-26	合同会社山口運輸	渡辺 春香	satohiroshi	673-47-1736	03 Jul 2025	596
	(Decimal('57.191581'), Decimal('-115.124721'))	A-		michellegriffin@hotmail.com	1920		Fisher, Henderson and Snyder	Margaret Macdonald	nancyarcher	774-23-8237	2018/10/16	176
	(Decimal('29.8879605'), Decimal('-34.379297'))	B+		perkinsjohn@yahoo.com	527	1987-06-08	Savage PLC	Jennifer Murphy	nelsonnatalie	272-57-9284	2020/01/05	203
	(Decimal('67.0722115'), Decimal('55.280511'))	O-	Schornsteinfeger	janine88@gmx.de	264		Kaul GbR	Tabea Naser	edeltraudheuser	230-98-0203	2023/08/31	647
	(Decimal('-1.463387'), Decimal('132.485238'))	B-	調理師	lsasaki@yahoo.com	840	1956-11-28	岡本印刷有限会社	林 健一	yosukematsumoto	352-51-3526	2023-07-05	474
	(Decimal('12.3721235'), Decimal('73.425069'))	O+	Crítico	mariacorreia@hotmail.com	2052	1973-03-22	da Cunha Ltda.	Dr. Cauã Camargo	fernanda23	83617254900	10/25/2024, 00:00:00	534
		O-		ciciliapierpaolo@gmail.com	45		Vattimo, Verdi e Seddio Group	Giampiero Nicolucci	antoniomedici	FNTPTZ41B59M091W	2019/01/19	267
	(Decimal('34.5520565'), Decimal('94.779460'))	AB-		manabu71@hotmail.com	1562		株式会社小林鉱業	山口 涼平	byamamoto	248-28-9605	2023-07-11	519
	(Decimal('15.601989'), Decimal('-153.105826'))	O+	Timoneiro	guilhermerodrigues@uol.com.br	1773	1920-10-19	Marques Lima - EI	Alexia Novais	enzo-gabrielmoura	37465029180	07/31/2025, 00:00:00	467
	(Decimal('47.1494355'), Decimal('132.971504'))	O+		gierschnermarija@googlemail.com	1213	1936-06-17	Herrmann Lorch e.G.	Dr. Marvin Römer	ahaenel	894-93-3113	01/12/2024, 00:00:00	29
		B-	Chief Marketing Officer	qgiannone@tim.it	659	1966-02-09	Germano-Jacuzzi s.r.l.	Gaetano Cipolla	vendettirosario	SMLDNT13P59L681G	06/28/2020, 00:00:00	347
	(Decimal('6.9413335'), Decimal('107.978536'))	O+	花火師	yuki69@yahoo.com	508	1970-05-29	合同会社遠藤通信	中村 零	aokiyasuhiro	246-10-8541	21 Jul 2025	452
	(Decimal('-8.359602'), Decimal('63.917757'))	O-		enzo49@gmail.com	1628	1917-03-24	Castro	Enzo Gabriel Aragão	mjesus	43576890238	2018/10/28	750
	(Decimal('7.2453585'), Decimal('154.109938'))	A+		binnerursula@gmail.com	2095		Karz OHG mbH	Dipl.-Ing. Lilli Scholl	inga29	316-13-5634	02/08/2022, 00:00:00	634
	(Decimal('-46.666519'), Decimal('-1.182055'))	A-		sotaroshimizu@yahoo.com	2066		有限会社小川保険	高橋 洋介	taichigoto	038-34-7123	2023/04/06	352
	(Decimal('56.9029245'), Decimal('-90.280977'))	B-	Informatiker	heinz-walterschacht@gmail.com	1149	2020-04-08	Knappe	Ing. Hanne Schönland	caecilialadeck	360-42-6833	2021-12-05	48
	(Decimal('29.0093825'), Decimal('-166.731933'))	AB-	Clinical scientist, histocompatibility and immunogenetics	randreotti@tim.it	307	1983-09-27	Parisi SPA	Sonia Navarria	fnatta	PVNLND18E41A429B	05/24/2020, 00:00:00	681
	(Decimal('-20.356678'), Decimal('158.469222'))	O-		jpastor@gmail.com	50		Machado S.A.	Isabel Siqueira	yago86	53079281497	2022/10/25	738
	(Decimal('83.9255855'), Decimal('120.415773'))	B+	Copywriter, advertising	tzampa@live.com	679	1989-11-02	Granatelli, Morricone e Garzoni s.r.l.	Tatiana Ferrucci-Filzi	agnolo84	RGGGCB26H59B854Z	2025/06/14	508
	(Decimal('46.063396'), Decimal('-63.053158'))	B+		rsaito@hotmail.com	1196		株式会社長谷川情報	伊藤 真綾	oito	418-67-7015	06/24/2025, 00:00:00	601
	(Decimal('58.1776625'), Decimal('-73.743135'))	O+		lidiaopizzi@outlook.com	1423	1987-10-29	Turchi-Ponti SPA	Rosaria Vattimo	zpellegrini	MNTLMR07P59A920W	04/20/2023, 00:00:00	505
	(Decimal('55.565002'), Decimal('78.598497'))	O-		silvestroborsellino@outlook.com	1612	2000-07-29	Medici, Leoncavallo e Beccaria s.r.l.	Vanessa Blasi	btomei	PSNBNC96P26B649W	24 May 2020	86
	(Decimal('58.970455'), Decimal('72.983048'))	B+		iharris@yahoo.com	1872	1922-06-11	Fritz Inc	Hunter Hall	hwebster	059-59-7277	2019-05-28	272
	(Decimal('-46.176026'), Decimal('101.800954'))	B-		massimopometta@tele2.it	1486	1962-10-06	Caruso, Saraceno e Duse Group	Dott. Giuseppe Tamborini	egatto	CMCSBN32D68F559I	2022/06/07	265
	(Decimal('-85.2498345'), Decimal('17.169869'))	AB+	アナウンサー	takahashiharuka@yahoo.com	1154	1962-06-13	長谷川ガス有限会社	木村 花子	abeakemi	684-14-5108	2021-11-10	365
	(Decimal('-55.0959965'), Decimal('72.555797'))	A+		ingeborgmueller@hotmail.de	1579	1988-03-11	Pölitz Hörle AG & Co. OHG	Benedikt Pieper	kruschwitzoscar	047-01-7214	2021-03-25	337
	(Decimal('0.1922875'), Decimal('-150.439968'))	B+		liciaiannuzzi@yahoo.com	333	2025-04-12	Fioravanti, Gotti e Dibiasi Group	Lucio Galtarossa	gioeleandreozzi	CNVPLG79S67E450D	2023/01/01	104
	(Decimal('-64.7731065'), Decimal('96.845920'))	A-		nascimentoluiz-miguel@bol.com.br	1908	1917-05-15	Cirino	Emilly Marques	duarteluiz-felipe	61243958782	06 Aug 2022	677
	(Decimal('16.4279695'), Decimal('120.978681'))	AB-		tomoyakobayashi@gmail.com	1822		橋本水産有限会社	斉藤 浩	ryamaguchi	201-11-0697	2024-07-26	733
	(Decimal('-53.6280515'), Decimal('1.516384'))	A+	Chiropractor	batagliapaolo@tin.it	910		Ferrari-Corradi Group	Gianna Righi	antonioabatantuono	GRTDNN44L14L367U	2024-06-17	14
	(Decimal('-4.9851855'), Decimal('-177.106861'))	A-	Research scientist (medical)	mcleanjonathan@yahoo.com	779	1919-09-28	Young LLC	Joseph Liu MD	christinacarroll	829-41-7684	2020/09/24	397
	(Decimal('51.0145355'), Decimal('34.415814'))	B-		salesana@yahoo.com.br	1032		da Luz S.A.	Calebe Siqueira	csales	09826351415	2025-03-03	146
	(Decimal('-6.7160095'), Decimal('115.454618'))	AB+		hideki18@hotmail.com	1036	1932-12-30	田中電気株式会社	鈴木 健一	itoshohei	582-96-7547	12/29/2021, 00:00:00	245
	(Decimal('64.8320275'), Decimal('-60.668429'))	B-	Passenger transport manager	piersantichiappetta@tiscali.it	744		Doglioni, Cassarà e Caracciolo e figli	Sergius Collina	mario78	RGNLLL62H22C773E	2020/03/01	409
	(Decimal('-89.2165315'), Decimal('-24.855785'))	O+		randerson@yahoo.com	107	2009-02-01	King-Nguyen	Patricia Freeman	brian52	532-65-7936	2022/12/08	54
	(Decimal('-54.5686045'), Decimal('-45.633626'))	A+		ogawaakemi@gmail.com	882		株式会社佐藤銀行	佐藤 あすか	vito	775-31-0664	12/27/2020, 00:00:00	401
	(Decimal('71.1029065'), Decimal('165.931419'))	AB+	Fisheries officer	nico25@hotmail.com	237		Angiolello e figli	Bettina Forza	pizzettiviridiana	MDCNCI10P41L835B	2018-10-24	258
	(Decimal('-6.9783095'), Decimal('-20.125898'))	A-		fedelenibali@tin.it	375		Maggioli-Botticelli s.r.l.	Marissa Peranda	flavia41	LTRNDD47R07M345B	2022/04/08	420
	(Decimal('50.1244615'), Decimal('-142.689020'))	O+		uhebert@gmail.com	325	1986-06-07	Howard-Aguilar	Susan Sparks	ericksontraci	562-30-8927	09/29/2024, 00:00:00	515
	(Decimal('14.7863565'), Decimal('77.407844'))	AB+	占い師	sakamotoasuka@yahoo.com	898	1912-12-11	株式会社木村食品	田中 稔	yamamotoharuka	758-06-5505	2020/04/06	571
	(Decimal('-63.2135615'), Decimal('141.558941'))	A-	建築家	hidekiikeda@hotmail.com	1402		村上銀行合同会社	斎藤 修平	rika81	684-69-4336	06/04/2024, 00:00:00	396
	(Decimal('77.8253915'), Decimal('-99.896303'))	A-		kana54@gmail.com	1194	1972-02-26	有限会社遠藤鉱業	遠藤 舞	reihayashi	367-23-1652	05/02/2021, 00:00:00	620
	(Decimal('7.550874'), Decimal('145.544127'))	O-		osamu05@hotmail.com	724	1989-10-19	石川通信有限会社	山口 修平	jhasegawa	360-20-4710	06/24/2025, 00:00:00	726
	(Decimal('70.477461'), Decimal('-34.947727'))	AB+	Winzer	claereriehl@gmx.de	283	1930-04-07	Klemt Schenk AG	Herr Renato Liebelt B.Sc.	abramhiller	027-45-1495	23 Jul 2019	628
	(Decimal('7.822357'), Decimal('-52.956571'))	A-		hans-theoknappe@gmail.com	1271		Davids AG & Co. KG	Dr. Ariane Baum B.Sc.	heino33	159-16-5600	05/04/2025, 00:00:00	147
	(Decimal('-14.8254525'), Decimal('-173.037740'))	AB+		enzo-gabrielteixeira@gmail.com	430	1985-06-28	Camargo S.A.	Davi Lucas da Cunha	gribeiro	31967480222	2022/07/27	322
	(Decimal('-22.391193'), Decimal('84.402032'))	B-	Chief Financial Officer	ryanlaurie@yahoo.com	67		Powell-Terry	Michelle Castillo	hickmanandrew	103-20-4459	2021/06/15	165
	(Decimal('68.390879'), Decimal('-124.435854'))	O+		mshimizu@hotmail.com	1886	1981-05-07	有限会社田中食品	清水 稔	ksaito	872-65-4678	21 Jul 2021	531
	(Decimal('23.294177'), Decimal('-35.316754'))	A+		haaseehrhard@aol.de	752		Ortmann	Marie Holsten	beierfrancesco	935-57-9864	2020-02-15	387
	(Decimal('86.0061875'), Decimal('-7.480161'))	O-		smurakami@gmail.com	230	1990-01-29	山口運輸有限会社	中島 舞	maedayoichi	797-23-2987	02/02/2021, 00:00:00	83
	(Decimal('27.661895'), Decimal('143.456352'))	O-		keudeledeltraut@gmx.de	1649		Eigenwillig	Benjamin Boucsein	mechthild23	464-38-4478	2024-02-10	487
	(Decimal('28.2600685'), Decimal('-6.810798'))	B-		yoko54@gmail.com	720	2004-12-24	合同会社高橋印刷	佐々木 拓真	shotahayashi	758-64-5294	26 Apr 2023	251
	(Decimal('-47.310814'), Decimal('-146.035009'))	B+		davi60@hotmail.com	776	2020-02-25	das Neves	Josué Novais	pietrofarias	17945268382	2024/12/06	184
	(Decimal('-48.590340'), Decimal('179.679590'))	O+		jwatanabe@yahoo.com	931	1930-05-05	三浦ガス有限会社	吉田 直人	kazuya56	523-71-0265	10/15/2023, 00:00:00	494
	(Decimal('-17.895842'), Decimal('-17.573045'))	O-		renatepieper@aol.de	730		Kraushaar e.G.	Slawomir Haering	rrosemann	866-50-0475	03/28/2023, 00:00:00	549
	(Decimal('58.2335155'), Decimal('-13.599717'))	AB-		iortega@gmail.com	242	2004-07-25	Cole PLC	Ernest Thomas	kcampbell	790-37-9973	2024-09-04	389
	(Decimal('25.479733'), Decimal('2.517825'))	O-		hiroshi89@yahoo.com	480		松本情報株式会社	阿部 太郎	tomoyamatsumoto	134-18-8142	11/11/2023, 00:00:00	224
	(Decimal('-17.4844595'), Decimal('73.715715'))	A+		bakerkyle@gmail.com	1383		Frye Inc	Shannon Ortiz	mitchellhartman	400-96-9330	11/14/2019, 00:00:00	654
	(Decimal('71.4066365'), Decimal('-92.230998'))	AB+		nakamurarika@yahoo.com	7	1988-08-13	合同会社石川食品	鈴木 篤司	nsato	622-39-6873	02 Aug 2025	532
	(Decimal('9.606285'), Decimal('157.658199'))	AB-		marlieslinke@hotmail.de	1654	2011-01-23	Döhn Reichmann KG	Drago Heser-Hethur	irmhild64	601-12-4450	14 Aug 2019	494
	(Decimal('8.8121105'), Decimal('97.756029'))	A-	Panfleteiro	sfogaca@uol.com.br	1990	2011-01-30	Moura Ferreira Ltda.	Lavínia Jesus	tfernandes	08274619501	30 Dec 2022	161
	(Decimal('-73.268321'), Decimal('-83.226957'))	A-	Hydrographic surveyor	fredoboiardo@libero.it	539	1932-11-27	Pareto, Doglioni e Travia s.r.l.	Dott. Annibale Bertoni	alonzimaura	LRCFBZ97S52H767X	17 Feb 2024	47
	(Decimal('24.715851'), Decimal('-42.835742'))	AB-	Técnico em agropecuária	jcamara@gmail.com	1916	1935-02-04	Novais Câmara S/A	Heloisa Cirino	jose-pedro96	57846309200	05/19/2021, 00:00:00	692
	(Decimal('-68.5805825'), Decimal('-153.367287'))	AB+	Alergologista	clara01@bol.com.br	2044		Correia S.A.	Dr. Valentim da Conceição	laragao	59740236847	07/21/2022, 00:00:00	309
	(Decimal('-6.2224095'), Decimal('35.906305'))	B+	Teacher, secondary school	jacoblee@gmail.com	833		Dickson and Sons	Meredith Ramirez	brandondickerson	762-36-4828	2022-02-15	236
	(Decimal('43.560450'), Decimal('57.582716'))	B-		johanne95@web.de	551	1926-03-13	Schenk	Siegfried Pieper	hanne-loresager	003-97-9504	12 Nov 2018	407
	(Decimal('-12.691030'), Decimal('13.583834'))	B+	Armed forces operational officer	elmoprodi@virgilio.it	1418	1973-09-01	Tomaselli, Morellato e Camuccini SPA	Cirillo Baglioni	sonia38	FRRMRA07D10G362V	08/23/2025, 00:00:00	672
	(Decimal('44.8209845'), Decimal('25.467518'))	A-		bweinhage@aol.de	105		Caspar e.V.	Grzegorz Weitzel	nbeyer	048-85-1663	2025/07/09	520
	(Decimal('-73.286098'), Decimal('-50.074854'))	AB+		amandajacobson@yahoo.com	1930	2017-11-25	Johns LLC	Laura Parsons	austindeanna	789-65-6045	2020-07-24	326
	(Decimal('47.673497'), Decimal('39.658402'))	O+		naoko21@hotmail.com	883	1975-10-22	株式会社中村印刷	佐藤 裕樹	etanaka	241-93-1497	17 Apr 2020	137
	(Decimal('-44.5771525'), Decimal('-19.007951'))	O+	音響技術者	jsato@yahoo.com	221		伊藤建設合同会社	伊藤 太一	reitakahashi	215-15-8447	2021-08-05	308
	(Decimal('12.6855555'), Decimal('-121.063058'))	AB+	Building services engineer	crystallopez@yahoo.com	2003		Good-Newman	Jonathan Sherman	garciacarolyn	662-78-2052	2023/04/11	112
	(Decimal('8.404134'), Decimal('70.377798'))	B+	Reumatologista	tsales@uol.com.br	957		Porto e Filhos	Vinicius Nunes	viniciusmachado	61279053895	09/07/2023, 00:00:00	471
	(Decimal('-70.9732605'), Decimal('59.423229'))	A+	Artist	hopkinsrhonda@hotmail.com	1540	1970-09-11	Lee, Cain and Reynolds	Stephanie Herrera	scott04	663-89-1313	02/16/2020, 00:00:00	540
	(Decimal('62.4023015'), Decimal('117.392984'))	B-		pasqual72@fastwebnet.it	1173	2020-03-24	Altera s.r.l.	Melina Paganini	danilogritti	GRZFMM03R24A191S	2019/02/09	288
	(Decimal('34.7498295'), Decimal('-12.115305'))	B+	薬剤師	okadamanabu@hotmail.com	1903	1977-07-27	株式会社岡田鉱業	佐藤 幹	tanakakana	640-80-1850	27 Aug 2023	93
	(Decimal('20.274007'), Decimal('142.294284'))	B-		amacedo@ig.com.br	411		Borges Dias e Filhos	Henry Casa Grande	leandropereira	38064795265	02/22/2024, 00:00:00	760
	(Decimal('60.748857'), Decimal('31.140604'))	B-		angelo42@googlemail.com	1518	2005-07-07	Weller AG & Co. KGaA	Teresa Niemeier	zbinner	487-47-8037	12/05/2022, 00:00:00	597
	(Decimal('36.391206'), Decimal('-53.023131'))	A+	Cinegrafista	bbrito@bol.com.br	2072	1981-07-17	Pacheco	Aurora Oliveira	barbosavitor-gabriel	46092375125	2020/12/02	475
	(Decimal('-5.9281735'), Decimal('-177.724198'))	O-		ryantimothy@hotmail.com	164		Thompson, Hall and Allen	Karen Bishop	christine29	547-81-0121	02 Jul 2020	91
	(Decimal('-78.394993'), Decimal('177.923272'))	O+		eito@yahoo.com	1324	2020-06-22	近藤運輸株式会社	山口 あすか	mikiishikawa	254-49-9844	2023-01-05	455
	(Decimal('79.334720'), Decimal('-87.597992'))	O+		nataliamoura@yahoo.com.br	1963	2002-04-02	Jesus Pires - ME	Luara Castro	dpimenta	27618593086	2025/05/25	687
	(Decimal('-57.708445'), Decimal('-65.968763'))	B-		nicholas40@hotmail.com	1340		Sanchez and Sons	Melissa Maxwell	katrina26	222-69-8671	2023-04-25	439
	(Decimal('-0.091053'), Decimal('-38.015668'))	B-	Programmierer	susan63@yahoo.de	1804		Bolzmann	Sandy Eberth MBA.	pbriemer	673-23-9572	2022-11-11	71
	(Decimal('-30.5462165'), Decimal('156.320245'))	A+	演歌歌手	tsubasashimizu@hotmail.com	2055		有限会社佐々木運輸	田中 舞	mikikato	499-01-9584	04/26/2023, 00:00:00	248
	(Decimal('-87.892591'), Decimal('-128.617199'))	B+		lina06@hotmail.it	1337	1938-10-28	Casellati-Navone Group	Piersanti Parisi	francociani	BRCNNZ71C24F386T	2022-12-02	282
	(Decimal('57.737746'), Decimal('122.930427'))	AB+		hartungheinz-guenter@aol.de	2125		Dörr	Herr Diedrich Mentzel MBA.	pierrezorbach	289-74-4530	2023-08-07	84
	(Decimal('-78.0298455'), Decimal('-120.044412'))	B+		eduardoalves@uol.com.br	161	1962-01-15	Ribeiro Ltda.	Ana Carolina Teixeira	montenegromaria-laura	78413065984	2024/10/21	660
	(Decimal('82.244190'), Decimal('101.281734'))	AB+		stephany43@gmail.com	1923		Souza e Filhos	Raul da Conceição	melinamonteiro	46879253164	30 Jul 2023	599
	(Decimal('19.8893215'), Decimal('-126.756751'))	A+	Manufacturing systems engineer	steinfiorino@live.com	529		Errani e figli	Dario Ferrara	torquatobarcella	MRSMRA51H47L741V	2021/06/14	63
	(Decimal('28.931388'), Decimal('-59.461766'))	O-		michael74@gmail.com	2123		Harvey, Brown and Murillo	Michael Perez	adamcobb	285-73-8271	04/25/2021, 00:00:00	725
	(Decimal('24.3529535'), Decimal('48.312026'))	A-	Cientista	ncasa-grande@bol.com.br	1716	1917-10-16	Machado e Filhos	Dra. Gabrielly da Costa	ottosantos	98627015449	05/17/2020, 00:00:00	479
	(Decimal('-85.117116'), Decimal('-3.612758'))	AB+		kurt95@hotmail.com	805		Keller, Rivera and Johnson	Lisa Monroe	phernandez	723-81-0439	23 Feb 2021	12
	(Decimal('39.1537335'), Decimal('-152.950818'))	O-		vincentjohn@yahoo.com	779	1978-08-17	Jones, Morrow and Hicks	Heather Hunter	gonzalezdenise	621-69-2839	07 Aug 2021	689
	(Decimal('-21.435058'), Decimal('130.938215'))	A-		binneragata@hotmail.de	1620	1953-11-23	Noack	Silvana Striebitz	loeffleruta	604-13-3228	2022/02/15	147
	(Decimal('-88.1622895'), Decimal('-71.862822'))	A-		igioberti@yahoo.com	574		Morabito Group	Biagio Brugnaro	aparini	BRSFRZ80R68G040B	2020-05-18	453
	(Decimal('67.7247185'), Decimal('-9.832242'))	A+		lorenacarvalho@uol.com.br	596	1943-09-28	Alves	Emanuel da Luz	nicolasalmeida	73250914606	19 May 2019	25
	(Decimal('65.132422'), Decimal('-45.699657'))	A-	Television/film/video producer	patriziogaito@alice.it	493		Monte-Federici Group	Vittoria Basadonna	carla45	BRBGRG00D15F151R	12/16/2019, 00:00:00	52
	(Decimal('-65.3609505'), Decimal('-172.631591'))	B+		reimermangold@aol.de	2119	2015-04-21	Wiek AG & Co. KG	Guenther Eberth	paertzelthildegund	883-40-8930	23 Jun 2025	121
	(Decimal('75.8117675'), Decimal('-114.860211'))	B-		alan89@web.de	1053	2012-01-10	Ring Seifert GmbH & Co. OHG	Recep Jähn MBA.	ebachmann	584-46-3556	08 Sep 2025	200
	(Decimal('-35.129604'), Decimal('90.602358'))	A+		henryguerra@ig.com.br	705	1982-09-24	Araújo - EI	Lucas Gabriel Mendes	antoniorodrigues	96214735864	04/20/2023, 00:00:00	259
	(Decimal('-4.146546'), Decimal('83.984417'))	O+	Customer service manager	madisonhill@yahoo.com	1526	1975-07-01	Jones-Carter	Holly Jacobs	brittany05	737-44-4500	2024/12/12	347
	(Decimal('87.463059'), Decimal('-93.988740'))	O-	Revendedor	levi16@gmail.com	1488		Sá S.A.	Julia Novaes	aragaoisaac	38592107423	11/16/2020, 00:00:00	375
	(Decimal('46.843506'), Decimal('-11.345705'))	B-	Marketing executive	kluxardo@tiscali.it	1026		Bonomo-Giannelli e figli	Lidia Luria	mattarellaaldo	NVISRN36A02A458V	2023-04-09	166
	(Decimal('-67.256320'), Decimal('151.987580'))	O-		xkusch@gmx.de	366		Klotz AG	Sofie Neureuther	stilla45	905-48-2265	2022/06/10	495
	(Decimal('-31.270551'), Decimal('38.133602'))	B+		pmiura@hotmail.com	1175	1923-02-20	合同会社高橋電気	高橋 香織	satomiyoshida	806-77-7732	2018-09-30	274
	(Decimal('-76.736936'), Decimal('0.104729'))	O+		qklemt@gmail.com	641		Fiebig AG	Dr. Gabriela Sorgatz	gjunken	860-72-6120	15 Apr 2022	519
	(Decimal('44.641104'), Decimal('-23.110471'))	O-		armando21@tin.it	312	1998-01-09	Carocci s.r.l.	Ruggero Nitto-Tamborini	pier54	BRNFRN48L19A881D	07/03/2025, 00:00:00	748
	(Decimal('-42.7871835'), Decimal('123.056840'))	AB+	Arboriculturist	tamarawatkins@yahoo.com	92	1952-12-23	Steele-Pope	Erik Mcclain	jmarsh	888-75-9304	19 Jul 2024	177
	(Decimal('75.358154'), Decimal('120.372208'))	B-	Fonoaudiólogo	jgomes@yahoo.com.br	295		Borges e Filhos	Jade Rocha	goncalvescaleb	13826547071	2019-12-22	261
